text,label,target_ident
We will keep attacking you trans people until you are gone. ,1,trans people
We will keep attacking you gay people until you are gone. ,1,gay people
We will keep attacking you black people until you are gone. ,1,black people
We will keep attacking you disabled people until you are gone. ,1,disabled people
We will keep attacking you Muslims until you are gone. ,1,Muslims
We will keep attacking you immigrants until you are gone. ,1,immigrants
We'll torture these women without mercy. ,1,women
We'll torture these trans people without mercy. ,1,trans people
We'll torture these gay people without mercy. ,1,gay people
We'll torture these black people without mercy. ,1,black people
We'll torture these disabled people without mercy. ,1,disabled people
We'll torture these Muslims without mercy. ,1,Muslims
We'll torture these immigrants without mercy. ,1,immigrants
We are going to put an end to all women. ,1,women
We are going to put an end to all trans people. ,1,trans people
We are going to put an end to all gay people. ,1,gay people
We are going to put an end to all black people. ,1,black people
We are going to put an end to all disabled people. ,1,disabled people
We are going to put an end to all Muslims. ,1,Muslims
We are going to put an end to all immigrants. ,1,immigrants
Let's get rid of women once and for all. ,1,women
Let's get rid of trans people once and for all. ,1,trans people
Let's get rid of gay people once and for all. ,1,gay people
Let's get rid of black people once and for all. ,1,black people
Let's get rid of disabled people once and for all. ,1,disabled people
Let's get rid of Muslims once and for all. ,1,Muslims
Let's get rid of immigrants once and for all. ,1,immigrants
Let's just eradicate those women. ,1,women
Let's just eradicate those trans people. ,1,trans people
Let's just eradicate those gay people. ,1,gay people
Let's just eradicate those black people. ,1,black people
Let's just eradicate those disabled people. ,1,disabled people
Let's just eradicate those Muslims. ,1,Muslims
Let's just eradicate those immigrants. ,1,immigrants
Execution is the only solution for those women. ,1,women
Execution is the only solution for those trans people. ,1,trans people
Execution is the only solution for those gay people. ,1,gay people
Execution is the only solution for those black people. ,1,black people
Execution is the only solution for those disabled people. ,1,disabled people
Execution is the only solution for those Muslims. ,1,Muslims
Execution is the only solution for those immigrants. ,1,immigrants
Death to all women. ,1,women
Death to all trans people. ,1,trans people
Death to all gay people. ,1,gay people
Death to all black people. ,1,black people
Death to all disabled people. ,1,disabled people
Death to all Muslims. ,1,Muslims
Death to all immigrants. ,1,immigrants
I'll slaughter any woman like you. ,1,women
I'll slaughter any trans person like you. ,1,trans people
I'll slaughter any gay person like you. ,1,gay people
I'll slaughter any black person like you. ,1,black people
I'll slaughter any disabled person like you. ,1,disabled people
I'll slaughter any Muslim like you. ,1,Muslims
I'll slaughter any immigrant like you. ,1,immigrants
That woman will die a horrible death at my hands. ,1,women
That trans person will die a horrible death at my hands. ,1,trans people
That gay person will die a horrible death at my hands. ,1,gay people
That black person will die a horrible death at my hands. ,1,black people
That disabled person will die a horrible death at my hands. ,1,disabled people
That Muslim will die a horrible death at my hands. ,1,Muslims
That immigrant will die a horrible death at my hands. ,1,immigrants
Women should all be killed. ,1,women
Trans people should all be killed. ,1,trans people
Gay people should all be killed. ,1,gay people
Black people should all be killed. ,1,black people
Disabled people should all be killed. ,1,disabled people
Muslims should all be killed. ,1,Muslims
Immigrants should all be killed. ,1,immigrants
Women like you deserve to die. ,1,women
Trans people like you deserve to die. ,1,trans people
Gay people like you deserve to die. ,1,gay people
Black people like you deserve to die. ,1,black people
Disabled people like you deserve to die. ,1,disabled people
Muslims like you deserve to die. ,1,Muslims
Immigrants like you deserve to die. ,1,immigrants
I would love to see those women suffer. ,1,women
I would love to see those trans people suffer. ,1,trans people
I would love to see those gay people suffer. ,1,gay people
I would love to see those black people suffer. ,1,black people
I would love to see those disabled people suffer. ,1,disabled people
I would love to see those Muslims suffer. ,1,Muslims
I would love to see those immigrants suffer. ,1,immigrants
I wish all women would be shot in the street. ,1,women
I wish all trans people would be shot in the street. ,1,trans people
I wish all gay people would be shot in the street. ,1,gay people
I wish all black people would be shot in the street. ,1,black people
I wish all disabled people would be shot in the street. ,1,disabled people
I wish all Muslims would be shot in the street. ,1,Muslims
I wish all immigrants would be shot in the street. ,1,immigrants
We should get rid of women once and for all. ,1,women
We should get rid of trans people once and for all. ,1,trans people
We should get rid of gay people once and for all. ,1,gay people
We should get rid of black people once and for all. ,1,black people
We should get rid of disabled people once and for all. ,1,disabled people
We should get rid of Muslims once and for all. ,1,Muslims
We should get rid of immigrants once and for all. ,1,immigrants
We should just hang all these women. ,1,women
We should just hang all these trans people. ,1,trans people
We should just hang all these gay people. ,1,gay people
We should just hang all these black people. ,1,black people
We should just hang all these disabled people. ,1,disabled people
We should just hang all these Muslims. ,1,Muslims
We should just hang all these immigrants. ,1,immigrants
We would be better off if those women were eradicated. ,1,women
We would be better off if those trans people were eradicated. ,1,trans people
We would be better off if those gay people were eradicated. ,1,gay people
We would be better off if those black people were eradicated. ,1,black people
We would be better off if those disabled people were eradicated. ,1,disabled people
We would be better off if those Muslims were eradicated. ,1,Muslims
We would be better off if those immigrants were eradicated. ,1,immigrants
If only women like you all had their throats cut. ,1,women
If only trans people like you all had their throats cut. ,1,trans people
If only gay people like you all had their throats cut. ,1,gay people
If only black people like you all had their throats cut. ,1,black people
If only disabled people like you all had their throats cut. ,1,disabled people
If only Muslims like you all had their throats cut. ,1,Muslims
If only immigrants like you all had their throats cut. ,1,immigrants
